SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:55:B6:94,2020-07-26 14:31:11.646593,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
1,DC:A6:32:55:B6:94,2020-07-26 14:31:13.651230,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
2,DC:A6:32:55:B6:94,2020-07-26 14:31:14.027364,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-64
3,DC:A6:32:55:B6:94,2020-07-26 14:31:15.108635,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
4,DC:A6:32:55:B6:94,2020-07-26 14:31:17.113703,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
5,DC:A6:32:55:B6:94,2020-07-26 14:31:19.118645,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
6,DC:A6:32:55:B6:94,2020-07-26 14:31:21.123633,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
7,DC:A6:32:55:B6:94,2020-07-26 14:31:23.128662,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
8,DC:A6:32:55:B6:94,2020-07-26 14:31:25.133719,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
9,DC:A6:32:55:B6:94,2020-07-26 14:31:27.138731,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
10,DC:A6:32:55:B6:94,2020-07-26 14:31:29.143722,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
11,DC:A6:32:55:B6:94,2020-07-26 14:31:31.148822,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
12,DC:A6:32:55:B6:94,2020-07-26 14:31:33.153752,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
13,DC:A6:32:55:B6:94,2020-07-26 14:31:35.158746,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
14,DC:A6:32:55:B6:94,2020-07-26 14:31:37.163788,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
15,DC:A6:32:55:B6:94,2020-07-26 14:31:39.168892,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
16,DC:A6:32:55:B6:94,2020-07-26 14:31:41.173866,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
17,DC:A6:32:55:B6:94,2020-07-26 14:31:43.178842,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
18,DC:A6:32:55:B6:94,2020-07-26 14:31:45.183919,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-53
19,DC:A6:32:55:B6:94,2020-07-26 14:31:47.188942,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
20,DC:A6:32:55:B6:94,2020-07-26 14:31:49.193917,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-53
21,DC:A6:32:55:B6:94,2020-07-26 14:31:51.198929,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-63
22,DC:A6:32:55:B6:94,2020-07-26 14:31:53.203993,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-53
23,DC:A6:32:55:B6:94,2020-07-26 14:31:55.208996,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-54
24,DC:A6:32:55:B6:94,2020-07-26 14:31:57.213972,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-53
25,DC:A6:32:55:B6:94,2020-07-26 14:31:59.219041,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-53
26,DC:A6:32:55:B6:94,2020-07-26 14:32:00.709059,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
27,DC:A6:32:55:B6:94,2020-07-26 14:32:02.714047,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-61
28,DC:A6:32:55:B6:94,2020-07-26 14:32:04.719050,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-62
29,DC:A6:32:55:B6:94,2020-07-26 14:32:05.079648,30e132d4-cf76-11ea-99d3-dca63255b693,1,1,1,-65
