SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
14,DC:A6:32:55:B6:94,2020-07-25 20:28:47.260928,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
15,DC:A6:32:55:B6:94,2020-07-25 20:28:48.579685,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-52
16,DC:A6:32:55:B6:94,2020-07-25 20:28:49.495934,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
17,DC:A6:32:55:B6:94,2020-07-25 20:28:50.047243,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
18,DC:A6:32:55:B6:94,2020-07-25 20:28:52.052406,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
19,DC:A6:32:55:B6:94,2020-07-25 20:28:54.057432,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
20,DC:A6:32:55:B6:94,2020-07-25 20:28:56.061748,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-54
21,DC:A6:32:55:B6:94,2020-07-25 20:28:58.067550,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-54
22,DC:A6:32:55:B6:94,2020-07-25 20:28:59.276297,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
23,DC:A6:32:55:B6:94,2020-07-25 20:29:01.281275,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
24,DC:A6:32:55:B6:94,2020-07-25 20:29:02.961461,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
25,DC:A6:32:55:B6:94,2020-07-25 20:29:03.016282,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
26,DC:A6:32:55:B6:94,2020-07-25 20:29:04.241426,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
27,DC:A6:32:55:B6:94,2020-07-25 20:29:05.711998,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
28,DC:A6:32:55:B6:94,2020-07-25 20:29:07.717702,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
29,DC:A6:32:55:B6:94,2020-07-25 20:29:09.722765,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
30,DC:A6:32:55:B6:94,2020-07-25 20:29:10.009171,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
31,DC:A6:32:55:B6:94,2020-07-25 20:29:12.014218,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
32,DC:A6:32:55:B6:94,2020-07-25 20:29:13.319197,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
33,DC:A6:32:55:B6:94,2020-07-25 20:29:15.324282,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
34,DC:A6:32:55:B6:94,2020-07-25 20:29:17.329352,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
35,DC:A6:32:55:B6:94,2020-07-25 20:29:18.058671,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
36,DC:A6:32:55:B6:94,2020-07-25 20:29:19.160489,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
37,DC:A6:32:55:B6:94,2020-07-25 20:29:21.165617,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
38,DC:A6:32:55:B6:94,2020-07-25 20:29:23.170598,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
39,DC:A6:32:55:B6:94,2020-07-25 20:29:25.175715,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-54
40,DC:A6:32:55:B6:94,2020-07-25 20:29:26.874525,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-52
41,DC:A6:32:55:B6:94,2020-07-25 20:29:27.008226,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
42,DC:A6:32:55:B6:94,2020-07-25 20:29:29.013281,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-53
43,DC:A6:32:55:B6:94,2020-07-25 20:29:31.018333,494daad8-cedf-11ea-beb5-dca63255b693,1,1,1,-52
