SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
31,DC:A6:32:55:B6:94,2020-07-26 14:34:47.048591,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-54
32,DC:A6:32:55:B6:94,2020-07-26 14:34:49.053606,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
33,DC:A6:32:55:B6:94,2020-07-26 14:34:51.058612,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
34,DC:A6:32:55:B6:94,2020-07-26 14:34:52.862338,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-53
35,DC:A6:32:55:B6:94,2020-07-26 14:34:53.051008,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-54
36,DC:A6:32:55:B6:94,2020-07-26 14:34:54.048563,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
37,DC:A6:32:55:B6:94,2020-07-26 14:34:55.949943,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
38,DC:A6:32:55:B6:94,2020-07-26 14:34:56.123575,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
39,DC:A6:32:55:B6:94,2020-07-26 14:34:57.037316,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
40,DC:A6:32:55:B6:94,2020-07-26 14:34:58.673726,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
41,DC:A6:32:55:B6:94,2020-07-26 14:35:00.678744,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
42,DC:A6:32:55:B6:94,2020-07-26 14:35:01.113679,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-53
43,DC:A6:32:55:B6:94,2020-07-26 14:35:03.118759,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-63
44,DC:A6:32:55:B6:94,2020-07-26 14:35:05.123727,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-53
45,DC:A6:32:55:B6:94,2020-07-26 14:35:07.128922,ec252d20-cf76-11ea-9238-dca63255b693,1,1,1,-61
