SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
43,DC:A6:32:55:B6:94,2020-07-25 20:18:53.088867,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
44,DC:A6:32:55:B6:94,2020-07-25 20:18:54.106310,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-52
45,DC:A6:32:55:B6:94,2020-07-25 20:18:55.528840,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-52
46,DC:A6:32:55:B6:94,2020-07-25 20:18:57.161396,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-53
47,DC:A6:32:55:B6:94,2020-07-25 20:18:58.792125,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-53
48,DC:A6:32:55:B6:94,2020-07-25 20:18:59.550196,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
49,DC:A6:32:55:B6:94,2020-07-25 20:19:01.556102,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-52
50,DC:A6:32:55:B6:94,2020-07-25 20:19:02.541072,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-52
51,DC:A6:32:55:B6:94,2020-07-25 20:19:04.546063,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
52,DC:A6:32:55:B6:94,2020-07-25 20:19:05.532288,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-55
53,DC:A6:32:55:B6:94,2020-07-25 20:19:07.537488,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-52
54,DC:A6:32:55:B6:94,2020-07-25 20:19:08.569912,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
55,DC:A6:32:55:B6:94,2020-07-25 20:19:10.574998,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
56,DC:A6:32:55:B6:94,2020-07-25 20:19:11.279994,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
57,DC:A6:32:55:B6:94,2020-07-25 20:19:13.285049,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-53
58,DC:A6:32:55:B6:94,2020-07-25 20:19:15.290022,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
59,DC:A6:32:55:B6:94,2020-07-25 20:19:17.295124,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-52
60,DC:A6:32:55:B6:94,2020-07-25 20:19:18.038896,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-53
61,DC:A6:32:55:B6:94,2020-07-25 20:19:19.670265,cf47a5dc-cedd-11ea-b82c-dca63255b693,1,1,1,-54
